"state_name","latitude","longitude","delay_time"
"Alaska",64.2963452198335,-148.139374719152,7
"Alaska",64.0197944840208,-147.990178007783,37
"Alaska",64.4026121831291,-148.696169119712,24
"Alaska",64.2823237982836,-148.224340863677,12
"Alaska",64.2467060826045,-148.63531394574,53
"Alaska",63.9864314358008,-147.915899625897,36
"Alaska",63.8504142133777,-148.636659915011,1
"Alaska",64.742568131888,-148.638629803818,12
"Alaska",64.6606580092364,-147.862532162491,1
"Alaska",63.9879521712453,-148.321139443351,8
"Alaska",64.5549024307427,-148.515886923216,1
"Alaska",64.2210522693374,-148.560388321441,72
"Alaska",64.4997377741408,-148.564211930765,23
"Alaska",63.9711306801789,-148.124153889168,17
"Alaska",64.0555275840477,-148.087390630657,30
"Arizona",33.545305965629,-111.652603146709,49
"Arizona",33.214820163718,-112.032471524407,28
"Arizona",33.4650247690012,-111.442427527248,19
"Arizona",33.4917310871394,-111.965277096811,120
"Arizona",33.3219433016354,-111.956935854484,73
"Arizona",33.5980491346424,-111.603339242372,46
"Arizona",33.7249094901351,-111.767641718821,14
"Arizona",33.6941185166804,-111.610763572478,27
"Arizona",33.4912725036708,-112.144229176543,18
"Arizona",33.1177545801481,-111.869156106929,63
"Arizona",32.9017526243558,-111.635194514501,11
"Arizona",32.8972218699498,-112.005527392118,15
"Arizona",33.0150353307114,-111.319135774016,55
"Arizona",33.0219504471613,-111.846814464633,57
"Arizona",33.0008172445675,-111.714073175886,29
"Arizona",33.4103915178427,-112.177040920449,30
"Arizona",33.0087555099023,-111.383395400918,6
"Arizona",33.5218255721708,-111.816651915754,25
"Arizona",33.210147484832,-111.859439166118,7
"Arizona",33.1168719010172,-111.283733513295,17
"Arizona",33.2262917090417,-111.246518657864,10
"Arizona",33.5844075413631,-111.811291016028,2
"Arizona",33.05753417562,-111.680136169163,9
"Arizona",32.9246488038195,-111.540231762542,31
"Arizona",33.5375048938883,-111.887652528095,32
"Arizona",33.6337678585411,-111.691380930455,89
"Arizona",33.530531470126,-111.356028225594,57
"Arizona",33.2054154357617,-111.71615480687,153
"Arizona",33.8274000379467,-111.473671425455,18
"Arizona",33.0378997397353,-111.955682376023,4
"Arizona",33.2853916337924,-111.459626573692,3
"Arizona",33.0656445805659,-111.314422147204,63
"Arizona",33.1732923080423,-111.562661740552,22
"Arizona",33.5350453224243,-111.378101023235,34
"Arizona",33.0814606777137,-111.441371497554,10
"Arizona",33.7026860424527,-111.888737788978,13
"Arizona",33.4581391142426,-111.677219594219,24
"Arizona",32.897755043509,-111.718000766211,14
"Arizona",32.9663319053804,-111.71795447296,8
"Arizona",33.3432645876171,-111.31048177145,69
"Arizona",33.7937610942615,-111.791246813112,39
"Arizona",33.1461227230472,-111.246615287704,11
"Arizona",33.3618726273277,-111.832639482427,35
"Arizona",33.4993715436873,-111.941337750382,10
"Arizona",32.9609388633841,-111.781156174461,11
"Arizona",33.8277977734548,-111.289194064071,85
"Arizona",33.3254221493123,-111.871898651444,6
"Arizona",33.8091326120054,-112.058156096232,14
"Arizona",33.6452883311292,-111.843248571358,13
"Arizona",33.6012980101374,-111.314452899708,10
"Arizona",33.7305663963058,-111.511273018872,17
"Arizona",33.211794505755,-111.516885162653,2
"Arizona",33.1373755460815,-111.457186308079,28
"Arizona",33.1738601729018,-112.093752269955,20
"Arizona",33.3161875677039,-111.966938952538,16
"Arizona",33.7089365161234,-111.934228169355,7
"Arizona",33.2401325320104,-111.330869513187,57
"Arizona",33.474221061843,-111.460159257841,4
"Arizona",33.6611021409487,-111.3880810969,162
"Arizona",33.0777879582462,-111.279324591016,3
"Arizona",33.2560970484489,-111.475632243413,32
"Arizona",32.9191535424185,-111.726321948082,39
"Arizona",33.5942355586891,-112.194808535366,16
"Arizona",33.5672423782968,-111.755354013615,290
"Arizona",33.0433355862485,-111.602855035658,50
"Arizona",33.7291336182249,-112.067345071207,16
"Arizona",33.808249009701,-112.118166436064,5
"Arizona",33.4044856789266,-112.167521305936,16
"Arizona",33.1015281313309,-111.347980672582,2
"Arizona",33.3178475512402,-111.838762472239,13
"Arizona",33.3030617553019,-112.207057411173,13
"Arizona",33.6247961885971,-111.613846921218,8
"Arizona",33.5295108593279,-111.329362472142,3
"Arizona",33.7463974181307,-112.092506405055,68
"Arizona",33.1451810441656,-111.891087304889,2
"Arizona",33.490668409199,-111.225262199384,85
"Arizona",33.1457110083872,-111.26790231871,2
"Arizona",33.7085753834551,-111.770346704959,209
"Arizona",33.2225294999523,-111.757654177346,13
"Arizona",32.9864637175785,-112.177305311286,6
"Arizona",33.6162713923702,-112.122701322981,27
"Arizona",33.2777711287351,-111.444566908381,7
"Arizona",33.399359121148,-112.120006423066,17
"Arizona",33.2617371768435,-111.717573387404,3
"Arizona",33.0413169976534,-111.523710442097,25
"Arizona",33.1976978952741,-112.138620361774,39
"Arizona",33.7616174159782,-112.142067221548,11
"Arizona",33.6721342817625,-112.037959541516,1
"Arizona",33.2492548955349,-111.543158869813,27
"Arizona",33.1529925772199,-111.66125376415,2
"Arizona",33.3207611303521,-112.086980352965,14
"Arizona",32.9681128374511,-111.641787799164,4
"Arizona",32.9003892793996,-111.309150362942,12
"Arizona",33.2207153839269,-111.940069131642,22
"Arizona",33.5955391092436,-111.858076926177,2
"Arizona",33.7165084198793,-111.263014523401,4
"Arizona",33.6966508740304,-112.085459768162,35
"Arizona",33.694959424364,-111.514092967003,2
"Arizona",32.9630411669356,-111.372024400714,41
"Arizona",33.6869278887031,-111.26858562822,3
"Arizona",33.4799729705998,-111.842337386073,36
"Arizona",33.5491396087897,-111.958622617736,2
"Arizona",33.2897739561019,-112.015049100011,22
"Arizona",32.865228806783,-111.281383230672,6
"Arizona",32.8884187586816,-111.573480873224,3
"Arizona",33.6019680657634,-111.454768410507,33
"Arizona",33.3025977238291,-111.344627604908,10
"Arizona",32.9175012942148,-111.387540138648,12
"Arizona",33.0145506650885,-111.629532967317,2
"Arizona",33.0669405308296,-111.653289180338,15
"Arizona",33.202593382143,-111.284303132068,21
"Arizona",33.6551606219006,-111.853701611371,7
"Arizona",33.3161345626438,-112.006970683667,5
"Arizona",33.6561120796693,-111.66067118905,206
"Arizona",33.756436983517,-111.97197735691,6
"Arizona",33.3231370818546,-112.037510704803,12
"Arizona",33.3104557960039,-112.159295568797,73
"Arizona",33.6026619653427,-111.260549229425,11
"Arizona",33.6490332534747,-111.665391554912,2
"Arizona",33.4529295784166,-111.923308127183,36
"Arizona",33.2942240828858,-111.911946283509,45
"Arizona",32.9139899403532,-111.409392007482,13
"Arizona",33.6864753381093,-111.426111436072,128
"Arizona",33.1675235802983,-112.159393877345,26
"Arizona",33.0817918352993,-111.656410815981,119
"Arizona",33.0394309411501,-111.39021936161,26
"Arizona",33.5491592576006,-111.812012899988,18
"Arizona",33.8206738682208,-111.676057664068,7
"Arizona",33.8326992450026,-111.62649162984,8
"Arizona",33.0146435330832,-111.919441162464,49
"Arizona",32.9181856896473,-111.377575247171,16
"Arizona",33.095428863701,-112.133988689953,1
"Arizona",33.5418023540848,-111.900250543929,1
"Arizona",33.2599768656516,-111.540829032282,15
"Arizona",33.4483504052484,-111.408395319334,2
"Arizona",33.1477800118016,-111.996955651646,44
"Arizona",33.0151856110176,-111.876436057356,53
"Arizona",33.3413657305506,-111.501085940371,13
"Arizona",33.242985033358,-111.482629363048,25
"Arizona",32.9525978159369,-111.288386554546,155
"Arizona",33.0088919731067,-112.147963791243,56
"Arizona",33.3606549095572,-111.918047545566,25
"Arizona",33.0761507513677,-111.84068541354,17
"Arizona",33.4466513005761,-111.504639801658,14
"Arizona",33.4920876255935,-111.940715083242,39
"Arizona",32.9563671021467,-111.604211664847,4
"Arizona",33.2422721012705,-111.416460490874,39
"Arizona",33.1838214205788,-111.896253493703,24
"Arizona",33.8341496842192,-111.933089570697,8
"Arizona",33.6432989087631,-111.543619812555,33
"Arizona",33.6703307478899,-111.306447948418,1
"Arizona",33.4215049202764,-111.793630270376,9
"Arizona",33.1644111379725,-111.497913207249,2
"Arizona",33.7802575800312,-111.792052151957,4
"Arizona",33.2715580311348,-112.197070592637,5
"Arizona",33.2162588689686,-111.440399424261,36
"Arizona",32.9275080886879,-111.73309255796,1
"Arizona",32.865295329059,-112.039331319132,9
"Arizona",33.1602525540372,-111.705501790713,33
"Arizona",33.4258455088572,-111.243523948682,9
"Arizona",32.9357109532436,-112.091558112619,122
"Arizona",32.8937311013439,-112.191426792969,6
"Arizona",32.9511996078515,-111.627211994114,10
"Arizona",33.8105043826369,-111.41474460633,13
"Arizona",32.9711234559515,-111.256485572406,13
"Arizona",33.4290511069564,-111.647424003896,5
"Arizona",33.2978228793224,-111.514662578092,6
"Arizona",33.6876176252705,-111.815752044176,56
"Arizona",33.7958614930255,-111.688848781022,10
"Arizona",33.6664740961721,-111.278512248392,39
"Arizona",33.5517523041205,-111.558537304723,3
"Arizona",32.8953712402587,-111.934617545777,37
"Arizona",33.5989908898925,-111.550653902204,188
"Arizona",33.2007521448401,-111.969981654636,1
"Arizona",33.20763940776,-111.945322696907,2
"Arizona",33.5458318497264,-111.763065842535,3
"Arizona",33.1672087881458,-111.557427909314,20
"Arizona",33.5821400491265,-111.702566205147,1
"Arizona",33.1782020590478,-111.975910469047,3
"Arizona",32.9020055822772,-111.938224868239,1
"Arizona",33.4522994544101,-111.283923008335,3
"Arizona",33.5473036942282,-111.882144513629,416
"Arizona",33.074364249988,-111.653628652305,189
"Arizona",33.2709075037134,-111.736770704012,24
"Arizona",33.4541629135353,-111.311233872403,14
"Arizona",33.6509638653812,-111.421119323089,29
"Arizona",32.8457839220507,-111.244385758736,38
"Arizona",33.6848408900411,-112.072426788365,2
"Arizona",32.9318437275221,-111.98041186607,95
"Arizona",33.387918115987,-111.667641228386,10
"Arizona",32.9918588333973,-111.798385649077,9
"Arizona",33.1357299756934,-111.340469005839,19
"Arizona",33.2199748730497,-111.944471694385,1
"Arizona",33.1659338839096,-111.706419498515,5
"Arizona",33.7679201210128,-112.187266737078,10
"Arizona",33.1929740120401,-112.207772089024,18
"Arizona",32.9094072640152,-111.387889569714,94
"Arizona",33.6808738628612,-112.153396363924,38
"Arizona",33.4540300941305,-111.883532034555,91
"Arizona",33.0922089195089,-111.432128033224,5
"Arizona",33.368240979428,-111.703843125231,140
"Arizona",33.7740859316406,-111.758952434496,45
"Arizona",33.4968451081519,-111.822143589933,9
"Arizona",33.3485044137785,-111.986340468139,10
"Arizona",33.1645094549028,-112.089908779687,2
"Arizona",33.154667738753,-112.214625254828,11
"Arizona",33.4092692811252,-111.729360334897,12
"Arizona",33.3721790829883,-112.135038938462,1
"Arizona",33.3716066146014,-111.523951558718,9
"Arizona",33.5799081071024,-112.10621545915,69
"Arizona",33.4982210308523,-111.525201151935,29
"Arizona",33.2676334578288,-111.288057301515,46
"Arizona",33.4378946492658,-112.084086755612,4
"Arizona",33.2402985437517,-111.699059686246,121
"Arizona",33.001695698055,-111.674520236063,26
"Arizona",33.0013142751274,-111.623360607862,8
"Arizona",33.4646163146687,-111.393589413115,39
"Arizona",33.5532866389701,-111.44349573934,3
"Arizona",33.7346569750668,-111.521276380024,60
"Arizona",33.4563094174234,-112.078235593946,22
"Arizona",33.1207048049407,-111.646468790104,187
"Arizona",33.3615960224276,-111.246753267334,35
"Arizona",33.1248732639221,-112.173941700109,8
"Arizona",33.738849420494,-111.34594910298,14
"Arizona",33.0013285658067,-111.631247720304,33
"Arizona",32.8445917667565,-112.126489568823,8
"Arizona",33.1784324398474,-111.969987038844,59
"Arizona",33.1031577288383,-111.304293809082,5
"Arizona",33.2547921379307,-112.040389868519,199
"Arizona",33.1271497650748,-111.704483059789,6
"Arizona",33.0854464947922,-112.025479809004,13
"Arizona",33.1951788618905,-111.574063261594,60
"Arizona",33.8106411617925,-111.634082631762,192
"Arizona",33.2834011548409,-111.508576354333,26
"Arizona",33.4953355178447,-112.148626480573,18
"Arizona",33.0133841663343,-112.139614721849,4
"Arizona",32.9901548271743,-112.060182003859,9
"Arizona",33.5122235453898,-111.701402453561,2
"Arizona",33.7772353348998,-111.807163715451,28
"Arizona",33.0704466089816,-111.461568935863,18
"Arizona",33.6649802824692,-111.632154417546,19
"Arizona",33.2751363328868,-111.741521958583,28
"Arizona",33.1353739266494,-111.251493919031,5
"Arizona",33.8212913918985,-111.836658229209,27
"Arizona",33.7285442388826,-111.845536728478,9
"Arizona",32.9476155416784,-111.929819008657,2
"Arizona",32.863600819998,-111.286748061976,2
"Arizona",33.2541505591223,-111.547212276696,12
"Arizona",33.626355167639,-111.872389957165,6
"Arizona",33.0806052937848,-112.199787244988,225
"Arizona",32.8432706947648,-112.040958857718,38
"Arizona",33.3489538183646,-111.620573732392,1
"Arizona",33.7577812743118,-111.50903191729,207
"Arizona",33.1575183783868,-111.523964458932,81
"Arizona",32.8865897184448,-111.583974955925,181
"Arizona",32.8477507540235,-111.895551554249,2
"Arizona",33.024401282121,-111.667110983138,9
"Arizona",33.1237667421089,-111.296290675965,77
"Arizona",33.591600278786,-112.152302049655,73
"Arizona",33.4579502795102,-112.096269817879,8
"Arizona",33.036506930294,-111.449259290095,2
"Arizona",32.8962249608455,-112.147329685134,32
"Arizona",32.9010622801003,-111.598653987139,1
"Arizona",33.7502193873958,-111.530565940631,6
"Arizona",33.2684560703789,-111.778684011516,2
"Arizona",33.5404816001398,-111.239709020681,3
"Arizona",33.7931896915404,-112.125692142495,64
"Arizona",32.8889203562146,-111.41230074558,5
"Arizona",33.6027281635185,-111.644302110043,37
"Arizona",33.681147336422,-111.308513635858,492
"Arizona",33.7721123941453,-111.888304845053,4
"Arizona",32.9553578220518,-111.663117101039,96
"Arizona",33.3755034452049,-112.051527505829,8
"Arizona",33.4896669300949,-111.599851489156,11
"Arizona",33.2441434396175,-112.153624753556,17
"Arizona",33.7977341182274,-111.783392364248,5
"Arizona",33.2148936134042,-111.614971158649,19
"Arizona",33.6754334829026,-111.581021869411,29
"Arizona",33.3493183929683,-112.024711505133,1
"Arizona",33.5724340948952,-112.205040968577,109
"Arizona",33.6626915069507,-111.706637244993,9
"Arizona",33.7382069990715,-112.049449130748,80
"Arizona",33.7981804804155,-111.722671665805,10
"Arizona",33.5556466913992,-111.465049719061,30
"Arizona",33.2339750723192,-111.398987934548,16
"Arizona",33.7340534496331,-111.452705859295,2
"Arizona",33.058795552163,-111.420400592354,111
"Arizona",33.391394975523,-111.319797051228,44
"Arizona",32.8760404062202,-111.46666696467,32
"Arizona",32.9719110533339,-111.87887093876,9
"Arizona",33.3018476377917,-111.709445427493,1
"Arizona",33.5317624008027,-111.773389228475,19
"Arizona",33.0607682901179,-111.734763791873,91
"Arizona",33.7570316481148,-111.748657744932,114
"Arizona",33.3167675716547,-111.984834313481,2
"Arizona",33.2550370098767,-111.498758700998,20
"Arizona",33.528086158142,-111.44493291955,4
"Arizona",33.1081794420467,-111.271531706532,7
"Arizona",33.7920435612766,-111.426266551106,14
"Arizona",33.1899233587762,-111.705490245805,6
"Arizona",33.5985556535167,-111.555849742699,10
"Arizona",33.0553815215105,-112.214962458327,5
"Arizona",33.180125319094,-111.328025758355,62
"Arizona",33.1272155599879,-111.672298974912,59
"Arizona",33.3370364086447,-111.760890340055,1
"Arizona",33.2308875293681,-111.731893692021,6
"Arizona",33.3079211836891,-112.165169674759,15
"Arizona",33.8360089239874,-112.202259763698,3
"Arizona",33.5708614421753,-111.819083453477,1
"Arizona",33.3307455989276,-111.496995183961,128
"Arizona",33.6776388815348,-111.774240443339,31
"Arizona",33.1592200935563,-111.665261682444,168
"Arizona",33.1339922344056,-111.266211023876,5
"Arizona",33.2246520593041,-111.687696393668,73
"Arizona",32.8917973417999,-111.398320251466,3
"Arizona",33.5630353527819,-111.53361890567,182
"Arizona",33.3143091536337,-111.61080986084,8
"Arizona",33.5542517026631,-111.54599857735,23
"Arizona",33.576602967151,-111.890334585072,8
"Arizona",33.6700645873067,-111.493901756913,12
"Arizona",33.067920657734,-111.26988537665,7
"Arizona",33.3627037486737,-111.814305860871,8
"Arizona",33.1997474161187,-112.070044400492,15
"Arizona",33.4483403029596,-111.558071888839,60
"Arizona",32.9519154675515,-111.839347348637,16
"Arizona",33.5590524018486,-111.355878326898,3
"Arizona",33.2518899619324,-111.713266995591,10
"Arizona",33.7899996269704,-112.01962708062,16
"Arizona",33.0541633336549,-111.850853052312,1
"Arizona",32.9188848518976,-111.629865641096,13
"Arizona",33.6443754724903,-111.270862873034,2
"Arizona",33.3216418779199,-111.946268415633,2
"Arizona",33.0209368499206,-111.32081477609,4
"Arizona",33.2942251837091,-111.340652279179,2
"Arizona",33.5883086311375,-112.210544030271,11
"Arizona",32.8829377241643,-112.194784963126,5
"Arizona",33.7972771757492,-111.534658440477,71
"Arizona",33.0847708884837,-111.660616929033,17
"Arizona",33.207726729496,-111.318665796747,30
"Arizona",33.2130544576073,-112.087964751381,59
"Arizona",33.1546233747364,-111.732697936562,15
"Arizona",33.5261488812254,-112.007878318285,5
"Arizona",33.5305440457748,-111.448977463269,3
"Arizona",33.6465380484448,-112.018252854557,24
"Arizona",33.78096450113,-111.377266728873,11
"Arizona",33.55974020825,-112.180664143614,11
"Arizona",33.5684776338027,-111.79985952945,1
"Arizona",33.3514353154903,-111.992774225161,38
"Arizona",33.4933496645396,-111.453587040627,214
"Arizona",33.2299794556317,-112.152638313449,4
"Arizona",33.03339984447,-111.862109706127,158
"Arizona",33.204353789494,-111.348438880728,89
"Arizona",33.3881452928042,-111.373980320613,7
"Arizona",33.6917285508686,-111.771236754577,3
"Arizona",33.3677888914687,-111.248647623086,16
"Arizona",33.297245372946,-111.697770747445,13
"Arizona",33.2896176182409,-111.622793127406,1
"Arizona",33.7162428758317,-111.886556646642,6
"Arizona",32.9158680817788,-111.47459268346,89
"Arizona",33.4546253156593,-111.555131998235,4
"Arizona",33.8199850622775,-111.606746604755,12
"Arizona",33.4910931481724,-111.291352222762,16
"Arizona",33.2068060980388,-111.38863055836,11
"Arizona",33.7903180813161,-111.941529768142,1
"Arizona",33.07331608671,-111.246939746286,2
"Arizona",33.1949943494262,-111.809540237156,12
"Arizona",33.4255628692196,-112.062734386739,2
"Arizona",33.7054688096256,-111.310143214041,2
"Arizona",33.4201356388373,-111.89844222073,9
"Arizona",33.0567604118702,-111.40588098261,1
"Arizona",33.1602598062461,-112.084981442285,73
"Arizona",33.4693587288936,-112.176363909007,4
"Arizona",33.0889761656733,-111.572650069925,7
"Arizona",33.677410493067,-111.836577763404,33
"Arizona",33.0830120720645,-111.551732949535,6
"Arizona",33.4805059106299,-111.351038733586,1
"Arizona",33.1791847387073,-111.231400207239,13
"Arizona",33.6560755534308,-111.933798003332,24
"Arizona",33.0652836166998,-111.404231948867,6
"Arizona",33.4499983262946,-111.370219601407,120
"Arizona",32.8858451865823,-111.883545740363,8
"Arizona",33.0262512249616,-111.343075639191,9
"Arizona",33.1082630827302,-111.509279775056,19
"Arizona",32.9871149362741,-111.454341115984,13
"Arizona",33.2264460000885,-111.485212998786,6
"Arizona",33.6407376582944,-111.870085264645,16
"Arizona",33.4416470030998,-111.518054378773,290
"Arizona",32.8536253396166,-111.654883906334,6
"Arizona",33.3869336395734,-111.997992010643,8
"Arizona",32.999663629497,-112.028514776002,17
"Arizona",33.4614097135351,-111.794525207109,13
"Arizona",33.6677164604632,-111.766279808101,5
"Arizona",33.6841383282305,-112.199180380763,54
"Arizona",33.2576474320819,-112.144428144763,118
"Arizona",32.855089730511,-111.792004553457,17
"Arizona",33.380558350517,-111.807230344596,68
"Arizona",33.0529811323365,-111.702934163944,5
"Arizona",33.4868504201738,-111.884453951004,17
"Arizona",32.8440664333036,-111.447912575067,40
"Arizona",33.3966348258988,-111.707411437384,254
"Arizona",32.8973530558148,-111.257695529233,1
"Arizona",33.8111940325913,-111.552447055555,57
"Arizona",33.5511787560978,-112.214458102449,12
"Arizona",33.3403742994857,-111.225434195106,23
"Arizona",33.8076503602067,-111.963675362379,15
"Arizona",32.8920857416676,-112.14978351057,10
"Arizona",33.3186194621236,-112.07344852909,16
"Arizona",33.8013974080538,-111.661398496567,25
"Arizona",33.7264141174243,-111.342027834007,1
"Arizona",33.8366767996201,-112.13915300611,2
"Arizona",33.7632878824813,-111.577641332843,85
"Arizona",33.129436634176,-111.262263340964,20
"Arizona",32.9224888034375,-112.096332576214,12
"Arizona",33.232427559488,-111.69718890483,394
"Arizona",33.4508948942391,-111.778043850414,7
"Arizona",33.5268792064605,-111.772770890822,79
"Arizona",33.3108666475607,-111.615517863394,37
"Arizona",33.2397068484431,-112.119971198118,108
"Arizona",33.631748678789,-112.087072505937,2
"Arizona",33.7171124323947,-111.566528759752,93
